#,target,auid,jd,mag,uncertainty,fainterthan,band,type,observer,airmass,transformed
1,WASP-52,000-BLD-637,2457270.44345,12.222,0.007,False,Johnson V,CCD,STAC,,False
2,WASP-52,000-BLD-637,2457270.44422,12.223,0.007,False,Johnson V,CCD,STAC,,False
3,WASP-52,000-BLD-637,2457270.44499,12.212,0.006,False,Johnson V,CCD,STAC,,False
4,WASP-52,000-BLD-637,2457270.44575,12.208,0.006,False,Johnson V,CCD,STAC,,False
5,WASP-52,000-BLD-637,2457270.44653,12.202,0.006,False,Johnson V,CCD,STAC,,False
6,WASP-52,000-BLD-637,2457270.44729,12.195,0.008,False,Johnson V,CCD,STAC,,False
7,WASP-52,000-BLD-637,2457270.44883,12.230,0.007,False,Johnson V,CCD,STAC,,False
8,WASP-52,000-BLD-637,2457270.44959,12.201,0.006,False,Johnson V,CCD,STAC,,False
9,WASP-52,000-BLD-637,2457270.45036,12.210,0.007,False,Johnson V,CCD,STAC,,False
10,WASP-52,000-BLD-637,2457270.45113,12.213,0.006,False,Johnson V,CCD,STAC,,False
11,WASP-52,000-BLD-637,2457270.45190,12.192,0.007,False,Johnson V,CCD,STAC,,False
12,WASP-52,000-BLD-637,2457270.45266,12.223,0.006,False,Johnson V,CCD,STAC,,False
13,WASP-52,000-BLD-637,2457270.45344,12.186,0.007,False,Johnson V,CCD,STAC,,False
14,WASP-52,000-BLD-637,2457270.45420,12.229,0.007,False,Johnson V,CCD,STAC,,False
15,WASP-52,000-BLD-637,2457270.45497,12.218,0.006,False,Johnson V,CCD,STAC,,False
16,WASP-52,000-BLD-637,2457270.45574,12.221,0.006,False,Johnson V,CCD,STAC,,False
17,WASP-52,000-BLD-637,2457270.45650,12.204,0.009,False,Johnson V,CCD,STAC,,False
18,WASP-52,000-BLD-637,2457270.45728,12.201,0.010,False,Johnson V,CCD,STAC,,False
19,WASP-52,000-BLD-637,2457270.45804,12.194,0.007,False,Johnson V,CCD,STAC,,False
20,WASP-52,000-BLD-637,2457270.45881,12.216,0.006,False,Johnson V,CCD,STAC,,False
21,WASP-52,000-BLD-637,2457270.45943,12.214,0.006,False,Johnson V,CCD,STAC,,False
22,WASP-52,000-BLD-637,2457270.46021,12.243,0.006,False,Johnson V,CCD,STAC,,False
23,WASP-52,000-BLD-637,2457270.46174,12.224,0.006,False,Johnson V,CCD,STAC,,False
24,WASP-52,000-BLD-637,2457270.46251,12.233,0.006,False,Johnson V,CCD,STAC,,False
25,WASP-52,000-BLD-637,2457270.46328,12.235,0.006,False,Johnson V,CCD,STAC,,False
26,WASP-52,000-BLD-637,2457270.46405,12.216,0.006,False,Johnson V,CCD,STAC,,False
27,WASP-52,000-BLD-637,2457270.46481,12.222,0.006,False,Johnson V,CCD,STAC,,False
28,WASP-52,000-BLD-637,2457270.46558,12.246,0.006,False,Johnson V,CCD,STAC,,False
29,WASP-52,000-BLD-637,2457270.46635,12.231,0.006,False,Johnson V,CCD,STAC,,False
30,WASP-52,000-BLD-637,2457270.46712,12.232,0.006,False,Johnson V,CCD,STAC,,False
31,WASP-52,000-BLD-637,2457270.46788,12.230,0.006,False,Johnson V,CCD,STAC,,False
32,WASP-52,000-BLD-637,2457270.46866,12.224,0.006,False,Johnson V,CCD,STAC,,False
33,WASP-52,000-BLD-637,2457270.46942,12.246,0.006,False,Johnson V,CCD,STAC,,False
34,WASP-52,000-BLD-637,2457270.47020,12.255,0.006,False,Johnson V,CCD,STAC,,False
35,WASP-52,000-BLD-637,2457270.47326,12.244,0.006,False,Johnson V,CCD,STAC,,False
36,WASP-52,000-BLD-637,2457270.47403,12.249,0.006,False,Johnson V,CCD,STAC,,False
37,WASP-52,000-BLD-637,2457270.47480,12.260,0.006,False,Johnson V,CCD,STAC,,False
38,WASP-52,000-BLD-637,2457270.47557,12.210,0.006,False,Johnson V,CCD,STAC,,False
39,WASP-52,000-BLD-637,2457270.47633,12.251,0.006,False,Johnson V,CCD,STAC,,False
40,WASP-52,000-BLD-637,2457270.47711,12.239,0.006,False,Johnson V,CCD,STAC,,False
41,WASP-52,000-BLD-637,2457270.47787,12.240,0.006,False,Johnson V,CCD,STAC,,False
42,WASP-52,000-BLD-637,2457270.47863,12.239,0.006,False,Johnson V,CCD,STAC,,False
43,WASP-52,000-BLD-637,2457270.47941,12.236,0.006,False,Johnson V,CCD,STAC,,False
44,WASP-52,000-BLD-637,2457270.48017,12.249,0.006,False,Johnson V,CCD,STAC,,False
45,WASP-52,000-BLD-637,2457270.48171,12.260,0.006,False,Johnson V,CCD,STAC,,False
46,WASP-52,000-BLD-637,2457270.48248,12.237,0.006,False,Johnson V,CCD,STAC,,False
47,WASP-52,000-BLD-637,2457270.48325,12.252,0.006,False,Johnson V,CCD,STAC,,False
48,WASP-52,000-BLD-637,2457270.48402,12.258,0.006,False,Johnson V,CCD,STAC,,False
49,WASP-52,000-BLD-637,2457270.48478,12.251,0.006,False,Johnson V,CCD,STAC,,False
50,WASP-52,000-BLD-637,2457270.48556,12.231,0.006,False,Johnson V,CCD,STAC,,False
51,WASP-52,000-BLD-637,2457270.48632,12.256,0.006,False,Johnson V,CCD,STAC,,False
52,WASP-52,000-BLD-637,2457270.48708,12.237,0.006,False,Johnson V,CCD,STAC,,False
53,WASP-52,000-BLD-637,2457270.48786,12.268,0.006,False,Johnson V,CCD,STAC,,False
54,WASP-52,000-BLD-637,2457270.48862,12.248,0.006,False,Johnson V,CCD,STAC,,False
55,WASP-52,000-BLD-637,2457270.48940,12.254,0.006,False,Johnson V,CCD,STAC,,False
56,WASP-52,000-BLD-637,2457270.49016,12.237,0.006,False,Johnson V,CCD,STAC,,False
57,WASP-52,000-BLD-637,2457270.49093,12.233,0.006,False,Johnson V,CCD,STAC,,False
58,WASP-52,000-BLD-637,2457270.49170,12.247,0.006,False,Johnson V,CCD,STAC,,False
59,WASP-52,000-BLD-637,2457270.49247,12.243,0.006,False,Johnson V,CCD,STAC,,False
60,WASP-52,000-BLD-637,2457270.49323,12.224,0.006,False,Johnson V,CCD,STAC,,False
61,WASP-52,000-BLD-637,2457270.49400,12.247,0.006,False,Johnson V,CCD,STAC,,False
62,WASP-52,000-BLD-637,2457270.49477,12.232,0.006,False,Johnson V,CCD,STAC,,False
63,WASP-52,000-BLD-637,2457270.49553,12.255,0.006,False,Johnson V,CCD,STAC,,False
64,WASP-52,000-BLD-637,2457270.49631,12.231,0.006,False,Johnson V,CCD,STAC,,False
65,WASP-52,000-BLD-637,2457270.49707,12.237,0.006,False,Johnson V,CCD,STAC,,False
66,WASP-52,000-BLD-637,2457270.49785,12.242,0.006,False,Johnson V,CCD,STAC,,False
67,WASP-52,000-BLD-637,2457270.49861,12.236,0.006,False,Johnson V,CCD,STAC,,False
68,WASP-52,000-BLD-637,2457270.49938,12.230,0.006,False,Johnson V,CCD,STAC,,False
69,WASP-52,000-BLD-637,2457270.50015,12.222,0.006,False,Johnson V,CCD,STAC,,False
70,WASP-52,000-BLD-637,2457270.50091,12.245,0.006,False,Johnson V,CCD,STAC,,False
71,WASP-52,000-BLD-637,2457270.50168,12.226,0.006,False,Johnson V,CCD,STAC,,False
72,WASP-52,000-BLD-637,2457270.50245,12.238,0.006,False,Johnson V,CCD,STAC,,False
73,WASP-52,000-BLD-637,2457270.50322,12.239,0.006,False,Johnson V,CCD,STAC,,False
74,WASP-52,000-BLD-637,2457270.50398,12.240,0.006,False,Johnson V,CCD,STAC,,False
75,WASP-52,000-BLD-637,2457270.50476,12.233,0.006,False,Johnson V,CCD,STAC,,False
76,WASP-52,000-BLD-637,2457270.50552,12.226,0.006,False,Johnson V,CCD,STAC,,False
77,WASP-52,000-BLD-637,2457270.50782,12.225,0.006,False,Johnson V,CCD,STAC,,False
78,WASP-52,000-BLD-637,2457270.50860,12.254,0.006,False,Johnson V,CCD,STAC,,False
79,WASP-52,000-BLD-637,2457270.50936,12.244,0.006,False,Johnson V,CCD,STAC,,False
80,WASP-52,000-BLD-637,2457270.51013,12.234,0.006,False,Johnson V,CCD,STAC,,False
81,WASP-52,000-BLD-637,2457270.51090,12.244,0.006,False,Johnson V,CCD,STAC,,False
82,WASP-52,000-BLD-637,2457270.51167,12.236,0.006,False,Johnson V,CCD,STAC,,False
83,WASP-52,000-BLD-637,2457270.51244,12.227,0.006,False,Johnson V,CCD,STAC,,False
84,WASP-52,000-BLD-637,2457270.51321,12.237,0.006,False,Johnson V,CCD,STAC,,False
85,WASP-52,000-BLD-637,2457270.51475,12.223,0.006,False,Johnson V,CCD,STAC,,False
86,WASP-52,000-BLD-637,2457270.51551,12.243,0.006,False,Johnson V,CCD,STAC,,False
87,WASP-52,000-BLD-637,2457270.51627,12.234,0.006,False,Johnson V,CCD,STAC,,False
88,WASP-52,000-BLD-637,2457270.51705,12.250,0.006,False,Johnson V,CCD,STAC,,False
89,WASP-52,000-BLD-637,2457270.51781,12.229,0.006,False,Johnson V,CCD,STAC,,False
90,WASP-52,000-BLD-637,2457270.51858,12.239,0.006,False,Johnson V,CCD,STAC,,False
91,WASP-52,000-BLD-637,2457270.51935,12.222,0.006,False,Johnson V,CCD,STAC,,False
92,WASP-52,000-BLD-637,2457270.52012,12.217,0.006,False,Johnson V,CCD,STAC,,False
93,WASP-52,000-BLD-637,2457270.52089,12.218,0.006,False,Johnson V,CCD,STAC,,False
94,WASP-52,000-BLD-637,2457270.52166,12.212,0.006,False,Johnson V,CCD,STAC,,False
95,WASP-52,000-BLD-637,2457270.52242,12.214,0.006,False,Johnson V,CCD,STAC,,False
96,WASP-52,000-BLD-637,2457270.52472,12.210,0.006,False,Johnson V,CCD,STAC,,False
97,WASP-52,000-BLD-637,2457270.52550,12.204,0.006,False,Johnson V,CCD,STAC,,False
98,WASP-52,000-BLD-637,2457270.52626,12.192,0.006,False,Johnson V,CCD,STAC,,False
99,WASP-52,000-BLD-637,2457270.52856,12.204,0.006,False,Johnson V,CCD,STAC,,False
100,WASP-52,000-BLD-637,2457270.52934,12.206,0.006,False,Johnson V,CCD,STAC,,False
101,WASP-52,000-BLD-637,2457270.53010,12.212,0.006,False,Johnson V,CCD,STAC,,False
102,WASP-52,000-BLD-637,2457270.53087,12.218,0.006,False,Johnson V,CCD,STAC,,False
103,WASP-52,000-BLD-637,2457270.53164,12.204,0.006,False,Johnson V,CCD,STAC,,False
104,WASP-52,000-BLD-637,2457270.53241,12.197,0.006,False,Johnson V,CCD,STAC,,False
105,WASP-52,000-BLD-637,2457270.53317,12.187,0.006,False,Johnson V,CCD,STAC,,False
106,WASP-52,000-BLD-637,2457270.53395,12.202,0.006,False,Johnson V,CCD,STAC,,False
107,WASP-52,000-BLD-637,2457270.53471,12.201,0.006,False,Johnson V,CCD,STAC,,False
108,WASP-52,000-BLD-637,2457270.53547,12.214,0.006,False,Johnson V,CCD,STAC,,False
109,WASP-52,000-BLD-637,2457270.53625,12.208,0.006,False,Johnson V,CCD,STAC,,False
110,WASP-52,000-BLD-637,2457270.53701,12.219,0.006,False,Johnson V,CCD,STAC,,False
111,WASP-52,000-BLD-637,2457270.53778,12.204,0.006,False,Johnson V,CCD,STAC,,False
112,WASP-52,000-BLD-637,2457270.53855,12.212,0.006,False,Johnson V,CCD,STAC,,False
113,WASP-52,000-BLD-637,2457270.53932,12.223,0.006,False,Johnson V,CCD,STAC,,False
114,WASP-52,000-BLD-637,2457270.54009,12.203,0.006,False,Johnson V,CCD,STAC,,False
115,WASP-52,000-BLD-637,2457270.54086,12.198,0.006,False,Johnson V,CCD,STAC,,False
116,WASP-52,000-BLD-637,2457270.54162,12.197,0.006,False,Johnson V,CCD,STAC,,False
117,WASP-52,000-BLD-637,2457270.54470,12.196,0.006,False,Johnson V,CCD,STAC,,False
118,WASP-52,000-BLD-637,2457270.54546,12.214,0.006,False,Johnson V,CCD,STAC,,False
119,WASP-52,000-BLD-637,2457270.54700,12.205,0.006,False,Johnson V,CCD,STAC,,False
120,WASP-52,000-BLD-637,2457270.54777,12.196,0.006,False,Johnson V,CCD,STAC,,False
121,WASP-52,000-BLD-637,2457270.54853,12.208,0.006,False,Johnson V,CCD,STAC,,False
122,WASP-52,000-BLD-637,2457270.54931,12.209,0.006,False,Johnson V,CCD,STAC,,False
123,WASP-52,000-BLD-637,2457284.39356,12.220,0.006,False,Johnson V,CCD,STAC,,False
124,WASP-52,000-BLD-637,2457284.39410,12.199,0.006,False,Johnson V,CCD,STAC,,False
125,WASP-52,000-BLD-637,2457284.39464,12.205,0.007,False,Johnson V,CCD,STAC,,False
126,WASP-52,000-BLD-637,2457284.39517,12.174,0.007,False,Johnson V,CCD,STAC,,False
127,WASP-52,000-BLD-637,2457284.39572,12.180,0.008,False,Johnson V,CCD,STAC,,False
128,WASP-52,000-BLD-637,2457284.39625,12.188,0.008,False,Johnson V,CCD,STAC,,False
129,WASP-52,000-BLD-637,2457284.39678,12.204,0.007,False,Johnson V,CCD,STAC,,False
130,WASP-52,000-BLD-637,2457284.39733,12.190,0.006,False,Johnson V,CCD,STAC,,False
131,WASP-52,000-BLD-637,2457284.39786,12.182,0.006,False,Johnson V,CCD,STAC,,False
132,WASP-52,000-BLD-637,2457284.39839,12.183,0.006,False,Johnson V,CCD,STAC,,False
133,WASP-52,000-BLD-637,2457284.39894,12.173,0.006,False,Johnson V,CCD,STAC,,False
134,WASP-52,000-BLD-637,2457284.39947,12.195,0.006,False,Johnson V,CCD,STAC,,False
135,WASP-52,000-BLD-637,2457284.40001,12.209,0.006,False,Johnson V,CCD,STAC,,False
136,WASP-52,000-BLD-637,2457284.40054,12.194,0.006,False,Johnson V,CCD,STAC,,False
137,WASP-52,000-BLD-637,2457284.40162,12.188,0.006,False,Johnson V,CCD,STAC,,False
138,WASP-52,000-BLD-637,2457284.40215,12.200,0.006,False,Johnson V,CCD,STAC,,False
139,WASP-52,000-BLD-637,2457284.40270,12.173,0.006,False,Johnson V,CCD,STAC,,False
140,WASP-52,000-BLD-637,2457284.40323,12.170,0.006,False,Johnson V,CCD,STAC,,False
141,WASP-52,000-BLD-637,2457284.40377,12.205,0.006,False,Johnson V,CCD,STAC,,False
142,WASP-52,000-BLD-637,2457284.40431,12.214,0.006,False,Johnson V,CCD,STAC,,False
143,WASP-52,000-BLD-637,2457284.40484,12.176,0.006,False,Johnson V,CCD,STAC,,False
144,WASP-52,000-BLD-637,2457284.40538,12.192,0.006,False,Johnson V,CCD,STAC,,False
145,WASP-52,000-BLD-637,2457284.40591,12.178,0.006,False,Johnson V,CCD,STAC,,False
146,WASP-52,000-BLD-637,2457284.40646,12.209,0.006,False,Johnson V,CCD,STAC,,False
147,WASP-52,000-BLD-637,2457284.40699,12.196,0.006,False,Johnson V,CCD,STAC,,False
148,WASP-52,000-BLD-637,2457284.40752,12.215,0.006,False,Johnson V,CCD,STAC,,False
149,WASP-52,000-BLD-637,2457284.40807,12.173,0.006,False,Johnson V,CCD,STAC,,False
150,WASP-52,000-BLD-637,2457284.40860,12.196,0.006,False,Johnson V,CCD,STAC,,False
151,WASP-52,000-BLD-637,2457284.40913,12.190,0.006,False,Johnson V,CCD,STAC,,False
152,WASP-52,000-BLD-637,2457284.40968,12.199,0.006,False,Johnson V,CCD,STAC,,False
153,WASP-52,000-BLD-637,2457284.41021,12.183,0.006,False,Johnson V,CCD,STAC,,False
154,WASP-52,000-BLD-637,2457284.41075,12.188,0.006,False,Johnson V,CCD,STAC,,False
155,WASP-52,000-BLD-637,2457284.41128,12.190,0.006,False,Johnson V,CCD,STAC,,False
156,WASP-52,000-BLD-637,2457284.41182,12.188,0.006,False,Johnson V,CCD,STAC,,False
157,WASP-52,000-BLD-637,2457284.41236,12.194,0.006,False,Johnson V,CCD,STAC,,False
158,WASP-52,000-BLD-637,2457284.41289,12.208,0.006,False,Johnson V,CCD,STAC,,False
159,WASP-52,000-BLD-637,2457284.41343,12.202,0.006,False,Johnson V,CCD,STAC,,False
160,WASP-52,000-BLD-637,2457284.41397,12.195,0.006,False,Johnson V,CCD,STAC,,False
161,WASP-52,000-BLD-637,2457284.41450,12.182,0.006,False,Johnson V,CCD,STAC,,False
162,WASP-52,000-BLD-637,2457284.41505,12.193,0.006,False,Johnson V,CCD,STAC,,False
163,WASP-52,000-BLD-637,2457284.41558,12.199,0.006,False,Johnson V,CCD,STAC,,False
164,WASP-52,000-BLD-637,2457284.41611,12.164,0.006,False,Johnson V,CCD,STAC,,False
165,WASP-52,000-BLD-637,2457284.41666,12.220,0.006,False,Johnson V,CCD,STAC,,False
166,WASP-52,000-BLD-637,2457284.41719,12.185,0.006,False,Johnson V,CCD,STAC,,False
167,WASP-52,000-BLD-637,2457284.41772,12.191,0.006,False,Johnson V,CCD,STAC,,False
168,WASP-52,000-BLD-637,2457284.41826,12.196,0.006,False,Johnson V,CCD,STAC,,False
169,WASP-52,000-BLD-637,2457284.41880,12.168,0.006,False,Johnson V,CCD,STAC,,False
170,WASP-52,000-BLD-637,2457284.41933,12.202,0.006,False,Johnson V,CCD,STAC,,False
171,WASP-52,000-BLD-637,2457284.41987,12.205,0.006,False,Johnson V,CCD,STAC,,False
172,WASP-52,000-BLD-637,2457284.42041,12.185,0.006,False,Johnson V,CCD,STAC,,False
173,WASP-52,000-BLD-637,2457284.42095,12.192,0.006,False,Johnson V,CCD,STAC,,False
174,WASP-52,000-BLD-637,2457284.42148,12.213,0.006,False,Johnson V,CCD,STAC,,False
175,WASP-52,000-BLD-637,2457284.42201,12.190,0.006,False,Johnson V,CCD,STAC,,False
176,WASP-52,000-BLD-637,2457284.42256,12.186,0.006,False,Johnson V,CCD,STAC,,False
177,WASP-52,000-BLD-637,2457284.42309,12.185,0.006,False,Johnson V,CCD,STAC,,False
178,WASP-52,000-BLD-637,2457284.42362,12.183,0.006,False,Johnson V,CCD,STAC,,False
179,WASP-52,000-BLD-637,2457284.42417,12.190,0.007,False,Johnson V,CCD,STAC,,False
180,WASP-52,000-BLD-637,2457284.42470,12.172,0.007,False,Johnson V,CCD,STAC,,False
181,WASP-52,000-BLD-637,2457284.42524,12.200,0.008,False,Johnson V,CCD,STAC,,False
182,WASP-52,000-BLD-637,2457284.42578,12.199,0.008,False,Johnson V,CCD,STAC,,False
183,WASP-52,000-BLD-637,2457284.42631,12.204,0.007,False,Johnson V,CCD,STAC,,False
184,WASP-52,000-BLD-637,2457284.42685,12.192,0.007,False,Johnson V,CCD,STAC,,False
185,WASP-52,000-BLD-637,2457284.42738,12.186,0.007,False,Johnson V,CCD,STAC,,False
186,WASP-52,000-BLD-637,2457284.42792,12.192,0.006,False,Johnson V,CCD,STAC,,False
187,WASP-52,000-BLD-637,2457284.42846,12.186,0.006,False,Johnson V,CCD,STAC,,False
188,WASP-52,000-BLD-637,2457284.42899,12.209,0.006,False,Johnson V,CCD,STAC,,False
189,WASP-52,000-BLD-637,2457284.42953,12.213,0.006,False,Johnson V,CCD,STAC,,False
190,WASP-52,000-BLD-637,2457284.43007,12.203,0.006,False,Johnson V,CCD,STAC,,False
191,WASP-52,000-BLD-637,2457284.43060,12.191,0.006,False,Johnson V,CCD,STAC,,False
192,WASP-52,000-BLD-637,2457284.43113,12.201,0.006,False,Johnson V,CCD,STAC,,False
193,WASP-52,000-BLD-637,2457284.43168,12.197,0.006,False,Johnson V,CCD,STAC,,False
194,WASP-52,000-BLD-637,2457284.43221,12.185,0.006,False,Johnson V,CCD,STAC,,False
195,WASP-52,000-BLD-637,2457284.43275,12.207,0.006,False,Johnson V,CCD,STAC,,False
196,WASP-52,000-BLD-637,2457284.43329,12.208,0.007,False,Johnson V,CCD,STAC,,False
197,WASP-52,000-BLD-637,2457284.43382,12.209,0.006,False,Johnson V,CCD,STAC,,False
198,WASP-52,000-BLD-637,2457284.43436,12.210,0.006,False,Johnson V,CCD,STAC,,False
199,WASP-52,000-BLD-637,2457284.43490,12.197,0.006,False,Johnson V,CCD,STAC,,False
200,WASP-52,000-BLD-637,2457284.43544,12.177,0.006,False,Johnson V,CCD,STAC,,False
201,WASP-52,000-BLD-637,2457284.43597,12.187,0.006,False,Johnson V,CCD,STAC,,False
202,WASP-52,000-BLD-637,2457284.43650,12.193,0.006,False,Johnson V,CCD,STAC,,False
203,WASP-52,000-BLD-637,2457284.43705,12.175,0.006,False,Johnson V,CCD,STAC,,False
204,WASP-52,000-BLD-637,2457284.43758,12.196,0.006,False,Johnson V,CCD,STAC,,False
205,WASP-52,000-BLD-637,2457284.43866,12.179,0.006,False,Johnson V,CCD,STAC,,False
206,WASP-52,000-BLD-637,2457284.44027,12.181,0.006,False,Johnson V,CCD,STAC,,False
207,WASP-52,000-BLD-637,2457284.44080,12.206,0.006,False,Johnson V,CCD,STAC,,False
208,WASP-52,000-BLD-637,2457284.44134,12.187,0.006,False,Johnson V,CCD,STAC,,False
209,WASP-52,000-BLD-637,2457284.44188,12.194,0.006,False,Johnson V,CCD,STAC,,False
210,WASP-52,000-BLD-637,2457284.44241,12.186,0.006,False,Johnson V,CCD,STAC,,False
211,WASP-52,000-BLD-637,2457284.44295,12.187,0.006,False,Johnson V,CCD,STAC,,False
212,WASP-52,000-BLD-637,2457284.44402,12.183,0.006,False,Johnson V,CCD,STAC,,False
213,WASP-52,000-BLD-637,2457284.44456,12.193,0.006,False,Johnson V,CCD,STAC,,False
214,WASP-52,000-BLD-637,2457284.44509,12.180,0.006,False,Johnson V,CCD,STAC,,False
215,WASP-52,000-BLD-637,2457284.44564,12.171,0.006,False,Johnson V,CCD,STAC,,False
216,WASP-52,000-BLD-637,2457284.44617,12.192,0.006,False,Johnson V,CCD,STAC,,False
217,WASP-52,000-BLD-637,2457284.44670,12.206,0.006,False,Johnson V,CCD,STAC,,False
218,WASP-52,000-BLD-637,2457284.44725,12.196,0.006,False,Johnson V,CCD,STAC,,False
219,WASP-52,000-BLD-637,2457284.44778,12.209,0.006,False,Johnson V,CCD,STAC,,False
220,WASP-52,000-BLD-637,2457284.44831,12.180,0.006,False,Johnson V,CCD,STAC,,False
221,WASP-52,000-BLD-637,2457284.44885,12.199,0.006,False,Johnson V,CCD,STAC,,False
222,WASP-52,000-BLD-637,2457284.44939,12.194,0.006,False,Johnson V,CCD,STAC,,False
223,WASP-52,000-BLD-637,2457284.44992,12.175,0.006,False,Johnson V,CCD,STAC,,False
224,WASP-52,000-BLD-637,2457284.45046,12.194,0.006,False,Johnson V,CCD,STAC,,False
225,WASP-52,000-BLD-637,2457284.45100,12.187,0.006,False,Johnson V,CCD,STAC,,False
226,WASP-52,000-BLD-637,2457284.45153,12.179,0.006,False,Johnson V,CCD,STAC,,False
227,WASP-52,000-BLD-637,2457284.45207,12.186,0.006,False,Johnson V,CCD,STAC,,False
228,WASP-52,000-BLD-637,2457284.45260,12.191,0.006,False,Johnson V,CCD,STAC,,False
229,WASP-52,000-BLD-637,2457284.45368,12.197,0.006,False,Johnson V,CCD,STAC,,False
230,WASP-52,000-BLD-637,2457284.45421,12.193,0.006,False,Johnson V,CCD,STAC,,False
231,WASP-52,000-BLD-637,2457284.45529,12.213,0.006,False,Johnson V,CCD,STAC,,False
232,WASP-52,000-BLD-637,2457284.45690,12.205,0.006,False,Johnson V,CCD,STAC,,False
233,WASP-52,000-BLD-637,2457284.45797,12.228,0.006,False,Johnson V,CCD,STAC,,False
234,WASP-52,000-BLD-637,2457284.45851,12.199,0.007,False,Johnson V,CCD,STAC,,False
235,WASP-52,000-BLD-637,2457284.45905,12.210,0.006,False,Johnson V,CCD,STAC,,False
236,WASP-52,000-BLD-637,2457284.45958,12.218,0.006,False,Johnson V,CCD,STAC,,False
237,WASP-52,000-BLD-637,2457284.46012,12.226,0.006,False,Johnson V,CCD,STAC,,False
238,WASP-52,000-BLD-637,2457284.46066,12.211,0.006,False,Johnson V,CCD,STAC,,False
239,WASP-52,000-BLD-637,2457284.46119,12.205,0.006,False,Johnson V,CCD,STAC,,False
240,WASP-52,000-BLD-637,2457284.46172,12.235,0.007,False,Johnson V,CCD,STAC,,False
241,WASP-52,000-BLD-637,2457284.46280,12.235,0.007,False,Johnson V,CCD,STAC,,False
242,WASP-52,000-BLD-637,2457284.46333,12.201,0.007,False,Johnson V,CCD,STAC,,False
243,WASP-52,000-BLD-637,2457284.46388,12.196,0.006,False,Johnson V,CCD,STAC,,False
244,WASP-52,000-BLD-637,2457284.46549,12.216,0.007,False,Johnson V,CCD,STAC,,False
245,WASP-52,000-BLD-637,2457284.46602,12.227,0.006,False,Johnson V,CCD,STAC,,False
246,WASP-52,000-BLD-637,2457284.46655,12.218,0.006,False,Johnson V,CCD,STAC,,False
247,WASP-52,000-BLD-637,2457284.46709,12.241,0.006,False,Johnson V,CCD,STAC,,False
248,WASP-52,000-BLD-637,2457284.46763,12.211,0.006,False,Johnson V,CCD,STAC,,False
249,WASP-52,000-BLD-637,2457284.46817,12.234,0.006,False,Johnson V,CCD,STAC,,False
250,WASP-52,000-BLD-637,2457284.46870,12.226,0.006,False,Johnson V,CCD,STAC,,False
251,WASP-52,000-BLD-637,2457284.46924,12.214,0.006,False,Johnson V,CCD,STAC,,False
252,WASP-52,000-BLD-637,2457284.46978,12.207,0.006,False,Johnson V,CCD,STAC,,False
253,WASP-52,000-BLD-637,2457284.47031,12.224,0.007,False,Johnson V,CCD,STAC,,False
254,WASP-52,000-BLD-637,2457284.47084,12.241,0.007,False,Johnson V,CCD,STAC,,False
255,WASP-52,000-BLD-637,2457284.47488,12.224,0.007,False,Johnson V,CCD,STAC,,False
256,WASP-52,000-BLD-637,2457284.47542,12.228,0.007,False,Johnson V,CCD,STAC,,False
257,WASP-52,000-BLD-637,2457284.47596,12.226,0.007,False,Johnson V,CCD,STAC,,False
258,WASP-52,000-BLD-637,2457284.47649,12.236,0.007,False,Johnson V,CCD,STAC,,False
259,WASP-52,000-BLD-637,2457284.47703,12.239,0.007,False,Johnson V,CCD,STAC,,False
260,WASP-52,000-BLD-637,2457284.47757,12.228,0.007,False,Johnson V,CCD,STAC,,False
261,WASP-52,000-BLD-637,2457284.47810,12.218,0.007,False,Johnson V,CCD,STAC,,False
262,WASP-52,000-BLD-637,2457284.47863,12.248,0.007,False,Johnson V,CCD,STAC,,False
263,WASP-52,000-BLD-637,2457284.47918,12.234,0.007,False,Johnson V,CCD,STAC,,False
264,WASP-52,000-BLD-637,2457284.47971,12.226,0.007,False,Johnson V,CCD,STAC,,False
265,WASP-52,000-BLD-637,2457284.48024,12.212,0.007,False,Johnson V,CCD,STAC,,False
266,WASP-52,000-BLD-637,2457284.48132,12.232,0.008,False,Johnson V,CCD,STAC,,False
267,WASP-52,000-BLD-637,2457284.48185,12.217,0.008,False,Johnson V,CCD,STAC,,False
268,WASP-52,000-BLD-637,2457284.48240,12.224,0.007,False,Johnson V,CCD,STAC,,False
269,WASP-52,000-BLD-637,2457284.48293,12.217,0.008,False,Johnson V,CCD,STAC,,False
270,WASP-52,000-BLD-637,2457284.48346,12.221,0.007,False,Johnson V,CCD,STAC,,False
271,WASP-52,000-BLD-637,2457284.48400,12.231,0.008,False,Johnson V,CCD,STAC,,False
272,WASP-52,000-BLD-637,2457284.48454,12.212,0.007,False,Johnson V,CCD,STAC,,False
273,WASP-52,000-BLD-637,2457284.48507,12.203,0.009,False,Johnson V,CCD,STAC,,False
274,WASP-52,000-BLD-637,2457284.49152,12.226,0.007,False,Johnson V,CCD,STAC,,False
275,WASP-52,000-BLD-637,2457284.49205,12.221,0.007,False,Johnson V,CCD,STAC,,False
276,WASP-52,000-BLD-637,2457284.49258,12.232,0.007,False,Johnson V,CCD,STAC,,False
277,WASP-52,000-BLD-637,2457284.49313,12.239,0.007,False,Johnson V,CCD,STAC,,False
278,WASP-52,000-BLD-637,2457284.49366,12.227,0.007,False,Johnson V,CCD,STAC,,False
279,WASP-52,000-BLD-637,2457284.49419,12.212,0.010,False,Johnson V,CCD,STAC,,False
