JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2459107.546319,11.814,0.021,,R,KPRB,,129,124,X40392GOJ,|CDEC=8.99210|CMAGINS=-2.637|CRA=348.58065|CREFERR=0.116|CREFMAG=12.571|KDEC=8.75423|KMAGINS=-3.099|KMAGSTD=12.109|KRA=348.37262|KREFERR=0.002|KREFMAG=12.056|OBSERVAT=WHIPPLE OBSERVATORY|VMAGINS=-3.395,0,,Z,-2.637,-3.099,,WASP-52,AAVSO,STD,0,,,
2459107.546319,12.696,0.020,,B,KPRB,,112,120,X38348BK,|CDEC=8.69550|CMAGINS=-4.406|CRA=348.39218|CREFERR=0.101|CREFMAG=11.765|KDEC=8.65937|KMAGINS=-3.678|KMAGSTD=12.493|KRA=348.53180|KREFERR=0.060|KREFMAG=13.053|OBSERVAT=WHIPPLE OBSERVATORY|VMAGINS=-3.475,0,,Z,-4.406,-3.678,,WASP-52,AAVSO,STD,0,,,
2459107.546319,11.470,0.021,,I,KPRB,,129,124,X40392GOJ,|CDEC=8.99210|CMAGINS=-2.637|CRA=348.58065|CREFERR=0.147|CREFMAG=12.227|KDEC=8.75423|KMAGINS=-3.099|KMAGSTD=11.765|KRA=348.37262|KREFERR=0.003|KREFMAG=11.713|OBSERVAT=WHIPPLE OBSERVATORY|VMAGINS=-3.395,0,,Z,-2.637,-3.099,,WASP-52,AAVSO,STD,0,,,
2459107.546319,12.107,0.020,,V,KPRB,,112,120,X38348BK,|CDEC=8.69550|CMAGINS=-4.406|CRA=348.39218|CREFERR=0.051|CREFMAG=11.176|KDEC=8.65937|KMAGINS=-3.678|KMAGSTD=11.904|KRA=348.53180|KREFERR=0.055|KREFMAG=11.999|OBSERVAT=WHIPPLE OBSERVATORY|VMAGINS=-3.475,0,,Z,-4.406,-3.678,,WASP-52,AAVSO,STD,0,,,
2459107.548414,11.814,0.019,,R,KPRB,,129,124,X40392GOJ,|CDEC=8.99210|CMAGINS=-2.837|CRA=348.58065|CREFERR=0.116|CREFMAG=12.571|KDEC=8.75423|KMAGINS=-3.250|KMAGSTD=12.158|KRA=348.37262|KREFERR=0.002|KREFMAG=12.056|OBSERVAT=WHIPPLE OBSERVATORY|VMAGINS=-3.593,0,,Z,-2.837,-3.250,,WASP-52,AAVSO,STD,0,,,
2459107.548414,12.671,0.019,,B,KPRB,,112,120,X38348BK,|CDEC=8.69550|CMAGINS=-4.527|CRA=348.39218|CREFERR=0.101|CREFMAG=11.765|KDEC=8.65937|KMAGINS=-3.848|KMAGSTD=12.444|KRA=348.53180|KREFERR=0.060|KREFMAG=13.053|OBSERVAT=WHIPPLE OBSERVATORY|VMAGINS=-3.620,0,,Z,-4.527,-3.848,,WASP-52,AAVSO,STD,0,,,
2459107.548414,11.470,0.019,,I,KPRB,,129,124,X40392GOJ,|CDEC=8.99210|CMAGINS=-2.837|CRA=348.58065|CREFERR=0.147|CREFMAG=12.227|KDEC=8.75423|KMAGINS=-3.250|KMAGSTD=11.814|KRA=348.37262|KREFERR=0.003|KREFMAG=11.713|OBSERVAT=WHIPPLE OBSERVATORY|VMAGINS=-3.593,0,,Z,-2.837,-3.250,,WASP-52,AAVSO,STD,0,,,
2459107.548414,12.082,0.019,,V,KPRB,,112,120,X38348BK,|CDEC=8.69550|CMAGINS=-4.527|CRA=348.39218|CREFERR=0.051|CREFMAG=11.176|KDEC=8.65937|KMAGINS=-3.848|KMAGSTD=11.855|KRA=348.53180|KREFERR=0.055|KREFMAG=11.999|OBSERVAT=WHIPPLE OBSERVATORY|VMAGINS=-3.620,0,,Z,-4.527,-3.848,,WASP-52,AAVSO,STD,0,,,
2459107.550486,11.870,0.019,,R,KPRB,,129,124,X40392GOJ,|CDEC=8.99210|CMAGINS=-2.861|CRA=348.58065|CREFERR=0.116|CREFMAG=12.571|KDEC=8.75423|KMAGINS=-3.253|KMAGSTD=12.180|KRA=348.37262|KREFERR=0.002|KREFMAG=12.056|OBSERVAT=WHIPPLE OBSERVATORY|VMAGINS=-3.563,0,,Z,-2.861,-3.253,,WASP-52,AAVSO,STD,0,,,
2459107.550486,12.691,0.019,,B,KPRB,,112,120,X38348BK,|CDEC=8.69550|CMAGINS=-4.484|CRA=348.39218|CREFERR=0.101|CREFMAG=11.765|KDEC=8.65937|KMAGINS=-3.805|KMAGSTD=12.444|KRA=348.53180|KREFERR=0.060|KREFMAG=13.053|OBSERVAT=WHIPPLE OBSERVATORY|VMAGINS=-3.558,0,,Z,-4.484,-3.805,,WASP-52,AAVSO,STD,0,,,
2459107.550486,11.526,0.019,,I,KPRB,,129,124,X40392GOJ,|CDEC=8.99210|CMAGINS=-2.861|CRA=348.58065|CREFERR=0.147|CREFMAG=12.227|KDEC=8.75423|KMAGINS=-3.253|KMAGSTD=11.836|KRA=348.37262|KREFERR=0.003|KREFMAG=11.713|OBSERVAT=WHIPPLE OBSERVATORY|VMAGINS=-3.563,0,,Z,-2.861,-3.253,,WASP-52,AAVSO,STD,0,,,
2459107.550486,12.102,0.019,,V,KPRB,,112,120,X38348BK,|CDEC=8.69550|CMAGINS=-4.484|CRA=348.39218|CREFERR=0.051|CREFMAG=11.176|KDEC=8.65937|KMAGINS=-3.805|KMAGSTD=11.855|KRA=348.53180|KREFERR=0.055|KREFMAG=11.999|OBSERVAT=WHIPPLE OBSERVATORY|VMAGINS=-3.558,0,,Z,-4.484,-3.805,,WASP-52,AAVSO,STD,0,,,
2459107.552569,11.864,0.019,,R,KPRB,,129,124,X40392GOJ,|CDEC=8.99210|CMAGINS=-2.870|CRA=348.58065|CREFERR=0.116|CREFMAG=12.571|KDEC=8.75423|KMAGINS=-3.267|KMAGSTD=12.175|KRA=348.37262|KREFERR=0.002|KREFMAG=12.056|OBSERVAT=WHIPPLE OBSERVATORY|VMAGINS=-3.578,0,,Z,-2.870,-3.267,,WASP-52,AAVSO,STD,0,,,
2459107.552569,12.693,0.019,,B,KPRB,,112,120,X38348BK,|CDEC=8.69550|CMAGINS=-4.498|CRA=348.39218|CREFERR=0.101|CREFMAG=11.765|KDEC=8.65937|KMAGINS=-3.831|KMAGSTD=12.432|KRA=348.53180|KREFERR=0.060|KREFMAG=13.053|OBSERVAT=WHIPPLE OBSERVATORY|VMAGINS=-3.570,0,,Z,-4.498,-3.831,,WASP-52,AAVSO,STD,0,,,
2459107.552569,11.520,0.019,,I,KPRB,,129,124,X40392GOJ,|CDEC=8.99210|CMAGINS=-2.870|CRA=348.58065|CREFERR=0.147|CREFMAG=12.227|KDEC=8.75423|KMAGINS=-3.267|KMAGSTD=11.831|KRA=348.37262|KREFERR=0.003|KREFMAG=11.713|OBSERVAT=WHIPPLE OBSERVATORY|VMAGINS=-3.578,0,,Z,-2.870,-3.267,,WASP-52,AAVSO,STD,0,,,
2459107.552569,12.104,0.019,,V,KPRB,,112,120,X38348BK,|CDEC=8.69550|CMAGINS=-4.498|CRA=348.39218|CREFERR=0.051|CREFMAG=11.176|KDEC=8.65937|KMAGINS=-3.831|KMAGSTD=11.843|KRA=348.53180|KREFERR=0.055|KREFMAG=11.999|OBSERVAT=WHIPPLE OBSERVATORY|VMAGINS=-3.570,0,,Z,-4.498,-3.831,,WASP-52,AAVSO,STD,0,,,
2459107.68498,12.2945,0.0875,,V,KPRB,,000-BLF-079,,X40392DWY,,0,1.354,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2459107.68612,12.2754,0.0859,,V,KPRB,,000-BLF-079,,X40392DWY,,0,1.347,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2459107.68804,12.2301,0.0824,,V,KPRB,,000-BLF-079,,X40392DWY,,0,1.336,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2459107.69007,12.2487,0.0838,,V,KPRB,,000-BLF-079,,X40392DWY,,0,1.324,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2459107.69217,12.2584,0.0845,,V,KPRB,,000-BLF-079,,X40392DWY,,0,1.313,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2459107.69425,12.2547,0.0842,,V,KPRB,,000-BLF-079,,X40392DWY,,0,1.302,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2459107.69632,12.25,0.0838,,V,KPRB,,000-BLF-079,,X40392DWY,,0,1.291,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2459107.69842,12.2802,0.0860,,V,KPRB,,000-BLF-079,,X40392DWY,,0,1.281,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2459107.7005,12.2521,0.0838,,V,KPRB,,000-BLF-079,,X40392DWY,,0,1.271,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2459107.70259,12.2587,0.0843,,V,KPRB,,000-BLF-079,,X40392DWY,,0,1.261,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2459107.70466,12.2385,0.0827,,V,KPRB,,000-BLF-079,,X40392DWY,,0,1.252,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2459107.70676,12.2576,0.0842,,V,KPRB,,000-BLF-079,,X40392DWY,,0,1.243,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2459107.70883,12.2514,0.0837,,V,KPRB,,000-BLF-079,,X40392DWY,,0,1.235,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2459107.71091,12.2852,0.0862,,V,KPRB,,000-BLF-079,,X40392DWY,,0,1.227,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2459107.71301,12.2578,0.0841,,V,KPRB,,000-BLF-079,,X40392DWY,,0,1.219,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2459107.71508,12.23,0.0820,,V,KPRB,,000-BLF-079,,X40392DWY,,0,1.211,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2459107.71716,12.2606,0.0842,,V,KPRB,,000-BLF-079,,X40392DWY,,0,1.204,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2459107.71926,12.2439,0.0829,,V,KPRB,,000-BLF-079,,X40392DWY,,0,1.196,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2459107.72133,12.2578,0.0840,,V,KPRB,,000-BLF-079,,X40392DWY,,0,1.190,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2459107.72341,12.2308,0.0819,,V,KPRB,,000-BLF-079,,X40392DWY,,0,1.183,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2459107.80674,12.281,0.0853,,V,KPRB,,000-BLF-079,,X40392DWY,,0,1.089,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2459107.80883,12.2688,0.0844,,V,KPRB,,000-BLF-079,,X40392DWY,,0,1.090,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2459107.81091,12.2904,0.0861,,V,KPRB,,000-BLF-079,,X40392DWY,,0,1.092,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2459107.81299,12.2717,0.0846,,V,KPRB,,000-BLF-079,,X40392DWY,,0,1.093,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2459107.81508,12.2674,0.0843,,V,KPRB,,000-BLF-079,,X40392DWY,,0,1.095,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2459107.81716,12.295,0.0865,,V,KPRB,,000-BLF-079,,X40392DWY,,0,1.097,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2459107.81926,12.2528,0.0832,,V,KPRB,,000-BLF-079,,X40392DWY,,0,1.099,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2459107.82133,12.2618,0.0839,,V,KPRB,,000-BLF-079,,X40392DWY,,0,1.102,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2459107.82341,12.3006,0.0869,,V,KPRB,,000-BLF-079,,X40392DWY,,0,1.104,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2459107.82551,12.2578,0.0836,,V,KPRB,,000-BLF-079,,X40392DWY,,0,1.107,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2459107.82758,12.2852,0.0857,,V,KPRB,,000-BLF-079,,X40392DWY,,0,1.110,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2459107.82967,12.2858,0.0858,,V,KPRB,,000-BLF-079,,X40392DWY,,0,1.113,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2459107.83174,12.2808,0.0854,,V,KPRB,,000-BLF-079,,X40392DWY,,0,1.116,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2459107.83384,12.256,0.0836,,V,KPRB,,000-BLF-079,,X40392DWY,,0,1.120,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2459107.83592,12.2696,0.0846,,V,KPRB,,000-BLF-079,,X40392DWY,,0,1.124,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2459107.83799,12.2523,0.0833,,V,KPRB,,000-BLF-079,,X40392DWY,,0,1.128,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2459107.84009,12.2461,0.0829,,V,KPRB,,000-BLF-079,,X40392DWY,,0,1.132,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2459107.84216,12.2865,0.086,,V,KPRB,,000-BLF-079,,X40392DWY,,0,1.136,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2459107.84424,12.2843,0.0858,,V,KPRB,,000-BLF-079,,X40392DWY,,0,1.141,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2459135.68203,12.2449,0.0928,,V,VIVA,,000-BLF-079,,X39142MC,,0,1.107,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2459135.68382,12.2663,0.0946,,V,VIVA,,000-BLF-079,,X39142MC,,0,1.104,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2459135.68591,12.2694,0.0949,,V,VIVA,,000-BLF-079,,X39142MC,,0,1.102,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2459135.68799,12.2147,0.0903,,V,VIVA,,000-BLF-079,,X39142MC,,0,1.099,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2459135.69008,12.2343,0.0919,,V,VIVA,,000-BLF-079,,X39142MC,,0,1.097,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2459135.69216,12.2041,0.0894,,V,VIVA,,000-BLF-079,,X39142MC,,0,1.095,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2459135.69424,12.2208,0.0908,,V,VIVA,,000-BLF-079,,X39142MC,,0,1.093,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2459135.69633,12.227,0.0913,,V,VIVA,,000-BLF-079,,X39142MC,,0,1.091,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2459135.69841,12.2232,0.091,,V,VIVA,,000-BLF-079,,X39142MC,,0,1.090,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2459135.70049,12.2566,0.0937,,V,VIVA,,000-BLF-079,,X39142MC,,0,1.089,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2459135.70257,12.2714,0.0950,,V,VIVA,,000-BLF-079,,X39142MC,,0,1.088,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2459135.70466,12.2589,0.0939,,V,VIVA,,000-BLF-079,,X39142MC,,0,1.087,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2459135.70674,12.2301,0.0915,,V,VIVA,,000-BLF-079,,X39142MC,,0,1.086,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2459135.70883,12.2414,0.0925,,V,VIVA,,000-BLF-079,,X39142MC,,0,1.085,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2459135.71091,12.2426,0.0926,,V,VIVA,,000-BLF-079,,X39142MC,,0,1.085,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2459135.71299,12.216,0.0904,,V,VIVA,,000-BLF-079,,X39142MC,,0,1.084,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2459135.71507,12.2749,0.0953,,V,VIVA,,000-BLF-079,,X39142MC,,0,1.084,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2459135.71716,12.1958,0.0887,,V,VIVA,,000-BLF-079,,X39142MC,,0,1.084,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2459135.80258,12.2278,0.0916,,V,VIVA,,000-BLF-079,,X39142MC,,0,1.253,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2459135.80466,12.2542,0.0939,,V,VIVA,,000-BLF-079,,X39142MC,,0,1.262,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2459135.80675,12.2288,0.0917,,V,VIVA,,000-BLF-079,,X39142MC,,0,1.271,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2459135.80883,12.2251,0.0915,,V,VIVA,,000-BLF-079,,X39142MC,,0,1.281,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2459135.81091,12.2233,0.0913,,V,VIVA,,000-BLF-079,,X39142MC,,0,1.291,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2459135.81299,12.2366,0.0924,,V,VIVA,,000-BLF-079,,X39142MC,,0,1.302,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2459135.81508,12.213,0.0905,,V,VIVA,,000-BLF-079,,X39142MC,,0,1.313,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2459135.81716,12.2375,0.0926,,V,VIVA,,000-BLF-079,,X39142MC,,0,1.324,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2459135.81924,12.2237,0.0914,,V,VIVA,,000-BLF-079,,X39142MC,,0,1.336,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2459135.82132,12.2379,0.0926,,V,VIVA,,000-BLF-079,,X39142MC,,0,1.348,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2459135.82341,12.2611,0.0946,,V,VIVA,,000-BLF-079,,X39142MC,,0,1.361,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2459135.82549,12.2051,0.0900,,V,VIVA,,000-BLF-079,,X39142MC,,0,1.374,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2459135.82757,12.2319,0.0922,,V,VIVA,,000-BLF-079,,X39142MC,,0,1.388,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2459135.82966,12.2361,0.0926,,V,VIVA,,000-BLF-079,,X39142MC,,0,1.402,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2459135.83174,12.2506,0.0938,,V,VIVA,,000-BLF-079,,X39142MC,,0,1.416,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2459135.83382,12.2435,0.0933,,V,VIVA,,000-BLF-079,,X39142MC,,0,1.432,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2459135.83591,12.2126,0.0907,,V,VIVA,,000-BLF-079,,X39142MC,,0,1.447,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2459135.83799,12.2041,0.0901,,V,VIVA,,000-BLF-079,,X39142MC,,0,1.463,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2459135.84007,12.2544,0.0943,,V,VIVA,,000-BLF-079,,X39142MC,,0,1.480,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2459135.84216,12.2324,0.0924,,V,VIVA,,000-BLF-079,,X39142MC,,0,1.498,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2459156.38818,12.714,0.017,,B,KPRB,,112,120,X38348BK,|CDEC=8.69550|CMAGINS=-4.802|CRA=348.39218|CREFERR=0.101|CREFMAG=11.765|KDEC=8.65937|KMAGINS=-4.104|KMAGSTD=12.463|KRA=348.53180|KREFERR=0.060|KREFMAG=13.053|OBSERVAT=WHIPPLE OBSERVATORY|VMAGINS=-3.853,0,,Z,-4.802,-4.104,,WASP-52,AAVSO,STD,0,,,
2459156.38818,12.125,0.017,,V,KPRB,,112,120,X38348BK,|CDEC=8.69550|CMAGINS=-4.802|CRA=348.39218|CREFERR=0.051|CREFMAG=11.176|KDEC=8.65937|KMAGINS=-4.104|KMAGSTD=11.874|KRA=348.53180|KREFERR=0.055|KREFMAG=11.999|OBSERVAT=WHIPPLE OBSERVATORY|VMAGINS=-3.853,0,,Z,-4.802,-4.104,,WASP-52,AAVSO,STD,0,,,
2459156.39084,12.698,0.018,,B,KPRB,,112,120,X38348BK,|CDEC=8.69550|CMAGINS=-4.771|CRA=348.39218|CREFERR=0.101|CREFMAG=11.765|KDEC=8.65937|KMAGINS=-4.079|KMAGSTD=12.458|KRA=348.53180|KREFERR=0.060|KREFMAG=13.053|OBSERVAT=WHIPPLE OBSERVATORY|VMAGINS=-3.838,0,,Z,-4.771,-4.079,,WASP-52,AAVSO,STD,0,,,
2459156.39084,12.109,0.018,,V,KPRB,,112,120,X38348BK,|CDEC=8.69550|CMAGINS=-4.771|CRA=348.39218|CREFERR=0.051|CREFMAG=11.176|KDEC=8.65937|KMAGINS=-4.079|KMAGSTD=11.869|KRA=348.53180|KREFERR=0.055|KREFMAG=11.999|OBSERVAT=WHIPPLE OBSERVATORY|VMAGINS=-3.838,0,,Z,-4.771,-4.079,,WASP-52,AAVSO,STD,0,,,
2459156.39350,12.675,0.017,,B,KPRB,,112,120,X38348BK,|CDEC=8.69550|CMAGINS=-4.797|CRA=348.39218|CREFERR=0.101|CREFMAG=11.765|KDEC=8.65937|KMAGINS=-4.107|KMAGSTD=12.455|KRA=348.53180|KREFERR=0.060|KREFMAG=13.053|OBSERVAT=WHIPPLE OBSERVATORY|VMAGINS=-3.886,0,,Z,-4.797,-4.107,,WASP-52,AAVSO,STD,0,,,
2459156.39350,12.086,0.017,,V,KPRB,,112,120,X38348BK,|CDEC=8.69550|CMAGINS=-4.797|CRA=348.39218|CREFERR=0.051|CREFMAG=11.176|KDEC=8.65937|KMAGINS=-4.107|KMAGSTD=11.866|KRA=348.53180|KREFERR=0.055|KREFMAG=11.999|OBSERVAT=WHIPPLE OBSERVATORY|VMAGINS=-3.886,0,,Z,-4.797,-4.107,,WASP-52,AAVSO,STD,0,,,
2459156.39463,12.706,0.018,,B,KPRB,,112,120,X38348BK,|CDEC=8.69550|CMAGINS=-4.731|CRA=348.39218|CREFERR=0.101|CREFMAG=11.765|KDEC=8.65937|KMAGINS=-4.078|KMAGSTD=12.418|KRA=348.53180|KREFERR=0.060|KREFMAG=13.053|OBSERVAT=WHIPPLE OBSERVATORY|VMAGINS=-3.790,0,,Z,-4.731,-4.078,,WASP-52,AAVSO,STD,0,,,
2459156.39463,12.117,0.018,,V,KPRB,,112,120,X38348BK,|CDEC=8.69550|CMAGINS=-4.731|CRA=348.39218|CREFERR=0.051|CREFMAG=11.176|KDEC=8.65937|KMAGINS=-4.078|KMAGSTD=11.829|KRA=348.53180|KREFERR=0.055|KREFMAG=11.999|OBSERVAT=WHIPPLE OBSERVATORY|VMAGINS=-3.790,0,,Z,-4.731,-4.078,,WASP-52,AAVSO,STD,0,,,
2459156.39632,12.692,0.018,,B,KPRB,,112,120,X38348BK,|CDEC=8.69550|CMAGINS=-4.775|CRA=348.39218|CREFERR=0.101|CREFMAG=11.765|KDEC=8.65937|KMAGINS=-4.095|KMAGSTD=12.445|KRA=348.53180|KREFERR=0.060|KREFMAG=13.053|OBSERVAT=WHIPPLE OBSERVATORY|VMAGINS=-3.848,0,,Z,-4.775,-4.095,,WASP-52,AAVSO,STD,0,,,
2459156.39632,12.103,0.018,,V,KPRB,,112,120,X38348BK,|CDEC=8.69550|CMAGINS=-4.775|CRA=348.39218|CREFERR=0.051|CREFMAG=11.176|KDEC=8.65937|KMAGINS=-4.095|KMAGSTD=11.856|KRA=348.53180|KREFERR=0.055|KREFMAG=11.999|OBSERVAT=WHIPPLE OBSERVATORY|VMAGINS=-3.848,0,,Z,-4.775,-4.095,,WASP-52,AAVSO,STD,0,,,
2459156.39840,12.708,0.018,,B,KPRB,,112,120,X38348BK,|CDEC=8.69550|CMAGINS=-4.775|CRA=348.39218|CREFERR=0.101|CREFMAG=11.765|KDEC=8.65937|KMAGINS=-4.092|KMAGSTD=12.448|KRA=348.53180|KREFERR=0.060|KREFMAG=13.053|OBSERVAT=WHIPPLE OBSERVATORY|VMAGINS=-3.832,0,,Z,-4.775,-4.092,,WASP-52,AAVSO,STD,0,,,
2459156.39840,12.119,0.018,,V,KPRB,,112,120,X38348BK,|CDEC=8.69550|CMAGINS=-4.775|CRA=348.39218|CREFERR=0.051|CREFMAG=11.176|KDEC=8.65937|KMAGINS=-4.092|KMAGSTD=11.859|KRA=348.53180|KREFERR=0.055|KREFMAG=11.999|OBSERVAT=WHIPPLE OBSERVATORY|VMAGINS=-3.832,0,,Z,-4.775,-4.092,,WASP-52,AAVSO,STD,0,,,
2459156.40049,12.700,0.017,,B,KPRB,,112,120,X38348BK,|CDEC=8.69550|CMAGINS=-4.821|CRA=348.39218|CREFERR=0.101|CREFMAG=11.765|KDEC=8.65937|KMAGINS=-4.118|KMAGSTD=12.467|KRA=348.53180|KREFERR=0.060|KREFMAG=13.053|OBSERVAT=WHIPPLE OBSERVATORY|VMAGINS=-3.886,0,,Z,-4.821,-4.118,,WASP-52,AAVSO,STD,0,,,
2459156.40049,12.111,0.017,,V,KPRB,,112,120,X38348BK,|CDEC=8.69550|CMAGINS=-4.821|CRA=348.39218|CREFERR=0.051|CREFMAG=11.176|KDEC=8.65937|KMAGINS=-4.118|KMAGSTD=11.878|KRA=348.53180|KREFERR=0.055|KREFMAG=11.999|OBSERVAT=WHIPPLE OBSERVATORY|VMAGINS=-3.886,0,,Z,-4.821,-4.118,,WASP-52,AAVSO,STD,0,,,
2459156.40257,12.643,0.018,,B,KPRB,,112,120,X38348BK,|CDEC=8.69550|CMAGINS=-4.689|CRA=348.39218|CREFERR=0.101|CREFMAG=11.765|KDEC=8.65937|KMAGINS=-4.020|KMAGSTD=12.434|KRA=348.53180|KREFERR=0.060|KREFMAG=13.053|OBSERVAT=WHIPPLE OBSERVATORY|VMAGINS=-3.811,0,,Z,-4.689,-4.020,,WASP-52,AAVSO,STD,0,,,
2459156.40257,12.054,0.018,,V,KPRB,,112,120,X38348BK,|CDEC=8.69550|CMAGINS=-4.689|CRA=348.39218|CREFERR=0.051|CREFMAG=11.176|KDEC=8.65937|KMAGINS=-4.020|KMAGSTD=11.845|KRA=348.53180|KREFERR=0.055|KREFMAG=11.999|OBSERVAT=WHIPPLE OBSERVATORY|VMAGINS=-3.811,0,,Z,-4.689,-4.020,,WASP-52,AAVSO,STD,0,,,
2459156.40465,12.691,0.018,,B,KPRB,,112,120,X38348BK,|CDEC=8.69550|CMAGINS=-4.756|CRA=348.39218|CREFERR=0.101|CREFMAG=11.765|KDEC=8.65937|KMAGINS=-4.056|KMAGSTD=12.465|KRA=348.53180|KREFERR=0.060|KREFMAG=13.053|OBSERVAT=WHIPPLE OBSERVATORY|VMAGINS=-3.830,0,,Z,-4.756,-4.056,,WASP-52,AAVSO,STD,0,,,
2459156.40465,12.102,0.018,,V,KPRB,,112,120,X38348BK,|CDEC=8.69550|CMAGINS=-4.756|CRA=348.39218|CREFERR=0.051|CREFMAG=11.176|KDEC=8.65937|KMAGINS=-4.056|KMAGSTD=11.876|KRA=348.53180|KREFERR=0.055|KREFMAG=11.999|OBSERVAT=WHIPPLE OBSERVATORY|VMAGINS=-3.830,0,,Z,-4.756,-4.056,,WASP-52,AAVSO,STD,0,,,
2459156.40674,12.685,0.019,,B,KPRB,,112,120,X38348BK,|CDEC=8.69550|CMAGINS=-4.633|CRA=348.39218|CREFERR=0.101|CREFMAG=11.765|KDEC=8.65937|KMAGINS=-3.971|KMAGSTD=12.427|KRA=348.53180|KREFERR=0.060|KREFMAG=13.053|OBSERVAT=WHIPPLE OBSERVATORY|VMAGINS=-3.713,0,,Z,-4.633,-3.971,,WASP-52,AAVSO,STD,0,,,
