JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2461020.63738,12.2017,0.0270,,V,SGCA,,000-BLF-079,,X41375AW,,0,1.264,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2461020.637720,12.216,0.005,,V,SGCA,,120,124,X41081AFY,|CDEC=8.65832|CMAGINS=-7.741|CRA=348.53023|CREFERR=0.055|CREFMAG=11.999|KDEC=8.75295|KMAGINS=-7.299|KMAGSTD=12.441|KRA=348.37132|KREFERR=0.001|KREFMAG=12.416|VMAGINS=-7.524,0,1.264,Z,-7.741,-7.299,,WASP-52,AAVSO,STD,0,,,
2461020.63843,12.1973,0.0269,,V,SGCA,,000-BLF-079,,X41375AW,,0,1.268,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2461020.638762,12.215,0.005,,V,SGCA,,120,124,X41081AFY,|CDEC=8.65832|CMAGINS=-7.777|CRA=348.53023|CREFERR=0.055|CREFMAG=11.999|KDEC=8.75295|KMAGINS=-7.350|KMAGSTD=12.426|KRA=348.37132|KREFERR=0.001|KREFMAG=12.416|VMAGINS=-7.561,0,1.268,Z,-7.777,-7.350,,WASP-52,AAVSO,STD,0,,,
2461020.63947,12.1985,0.0269,,V,SGCA,,000-BLF-079,,X41375AW,,0,1.272,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2461020.639815,12.205,0.005,,V,SGCA,,120,124,X41081AFY,|CDEC=8.65832|CMAGINS=-7.767|CRA=348.53023|CREFERR=0.055|CREFMAG=11.999|KDEC=8.75295|KMAGINS=-7.339|KMAGSTD=12.427|KRA=348.37132|KREFERR=0.001|KREFMAG=12.416|VMAGINS=-7.560,0,1.272,Z,-7.767,-7.339,,WASP-52,AAVSO,STD,0,,,
2461020.64052,12.1996,0.0269,,V,SGCA,,000-BLF-079,,X41375AW,,0,1.276,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2461020.640856,12.213,0.005,,V,SGCA,,120,124,X41081AFY,|CDEC=8.65832|CMAGINS=-7.709|CRA=348.53023|CREFERR=0.055|CREFMAG=11.999|KDEC=8.75295|KMAGINS=-7.268|KMAGSTD=12.440|KRA=348.37132|KREFERR=0.001|KREFMAG=12.416|VMAGINS=-7.495,0,1.276,Z,-7.709,-7.268,,WASP-52,AAVSO,STD,0,,,
2461020.64157,12.1952,0.0269,,V,SGCA,,000-BLF-079,,X41375AW,,0,1.280,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2461020.641910,12.213,0.005,,V,SGCA,,120,124,X41081AFY,|CDEC=8.65832|CMAGINS=-7.690|CRA=348.53023|CREFERR=0.055|CREFMAG=11.999|KDEC=8.75295|KMAGINS=-7.253|KMAGSTD=12.435|KRA=348.37132|KREFERR=0.001|KREFMAG=12.416|VMAGINS=-7.476,0,1.280,Z,-7.690,-7.253,,WASP-52,AAVSO,STD,0,,,
2461020.64261,12.2026,0.0270,,V,SGCA,,000-BLF-079,,X41375AW,,0,1.284,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2461020.642951,12.209,0.005,,V,SGCA,,120,124,X41081AFY,|CDEC=8.65832|CMAGINS=-7.722|CRA=348.53023|CREFERR=0.055|CREFMAG=11.999|KDEC=8.75295|KMAGINS=-7.288|KMAGSTD=12.433|KRA=348.37132|KREFERR=0.001|KREFMAG=12.416|VMAGINS=-7.511,0,1.284,Z,-7.722,-7.288,,WASP-52,AAVSO,STD,0,,,
2461020.64366,12.2023,0.0270,,V,SGCA,,000-BLF-079,,X41375AW,,0,1.288,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2461020.644005,12.214,0.005,,V,SGCA,,120,124,X41081AFY,|CDEC=8.65832|CMAGINS=-7.768|CRA=348.53023|CREFERR=0.055|CREFMAG=11.999|KDEC=8.75295|KMAGINS=-7.336|KMAGSTD=12.431|KRA=348.37132|KREFERR=0.001|KREFMAG=12.416|VMAGINS=-7.553,0,1.288,Z,-7.768,-7.336,,WASP-52,AAVSO,STD,0,,,
2461020.64471,12.1945,0.0268,,V,SGCA,,000-BLF-079,,X41375AW,,0,1.292,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2461020.645046,12.210,0.005,,V,SGCA,,120,124,X41081AFY,|CDEC=8.65832|CMAGINS=-7.705|CRA=348.53023|CREFERR=0.055|CREFMAG=11.999|KDEC=8.75295|KMAGINS=-7.264|KMAGSTD=12.440|KRA=348.37132|KREFERR=0.001|KREFMAG=12.416|VMAGINS=-7.494,0,1.292,Z,-7.705,-7.264,,WASP-52,AAVSO,STD,0,,,
2461020.64576,12.1965,0.0269,,V,SGCA,,000-BLF-079,,X41375AW,,0,1.297,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2461020.646100,12.206,0.005,,V,SGCA,,120,124,X41081AFY,|CDEC=8.65832|CMAGINS=-7.775|CRA=348.53023|CREFERR=0.055|CREFMAG=11.999|KDEC=8.75295|KMAGINS=-7.343|KMAGSTD=12.432|KRA=348.37132|KREFERR=0.001|KREFMAG=12.416|VMAGINS=-7.569,0,1.297,Z,-7.775,-7.343,,WASP-52,AAVSO,STD,0,,,
2461020.6468,12.185,0.0267,,V,SGCA,,000-BLF-079,,X41375AW,,0,1.301,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2461020.647141,12.199,0.005,,V,SGCA,,120,124,X41081AFY,|CDEC=8.65832|CMAGINS=-7.774|CRA=348.53023|CREFERR=0.055|CREFMAG=11.999|KDEC=8.75295|KMAGINS=-7.350|KMAGSTD=12.424|KRA=348.37132|KREFERR=0.001|KREFMAG=12.416|VMAGINS=-7.574,0,1.301,Z,-7.774,-7.350,,WASP-52,AAVSO,STD,0,,,
2461020.64785,12.2001,0.0269,,V,SGCA,,000-BLF-079,,X41375AW,,0,1.305,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2461020.648194,12.209,0.005,,V,SGCA,,120,124,X41081AFY,|CDEC=8.65832|CMAGINS=-7.775|CRA=348.53023|CREFERR=0.055|CREFMAG=11.999|KDEC=8.75295|KMAGINS=-7.345|KMAGSTD=12.428|KRA=348.37132|KREFERR=0.001|KREFMAG=12.416|VMAGINS=-7.565,0,1.306,Z,-7.775,-7.345,,WASP-52,AAVSO,STD,0,,,
2461020.6489,12.1897,0.0267,,V,SGCA,,000-BLF-079,,X41375AW,,0,1.310,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2461020.649236,12.207,0.005,,V,SGCA,,120,124,X41081AFY,|CDEC=8.65832|CMAGINS=-7.767|CRA=348.53023|CREFERR=0.055|CREFMAG=11.999|KDEC=8.75295|KMAGINS=-7.339|KMAGSTD=12.428|KRA=348.37132|KREFERR=0.001|KREFMAG=12.416|VMAGINS=-7.560,0,1.310,Z,-7.767,-7.339,,WASP-52,AAVSO,STD,0,,,
2461020.64994,12.1892,0.0267,,V,SGCA,,000-BLF-079,,X41375AW,,0,1.315,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2461020.650289,12.202,0.005,,V,SGCA,,120,124,X41081AFY,|CDEC=8.65832|CMAGINS=-7.760|CRA=348.53023|CREFERR=0.055|CREFMAG=11.999|KDEC=8.75295|KMAGINS=-7.340|KMAGSTD=12.419|KRA=348.37132|KREFERR=0.001|KREFMAG=12.416|VMAGINS=-7.557,0,1.315,Z,-7.760,-7.340,,WASP-52,AAVSO,STD,0,,,
2461020.65099,12.1964,0.0269,,V,SGCA,,000-BLF-079,,X41375AW,,0,1.319,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2461020.651331,12.211,0.005,,V,SGCA,,120,124,X41081AFY,|CDEC=8.65832|CMAGINS=-7.772|CRA=348.53023|CREFERR=0.055|CREFMAG=11.999|KDEC=8.75295|KMAGINS=-7.337|KMAGSTD=12.434|KRA=348.37132|KREFERR=0.001|KREFMAG=12.416|VMAGINS=-7.560,0,1.319,Z,-7.772,-7.337,,WASP-52,AAVSO,STD,0,,,
2461020.65204,12.1907,0.0268,,V,SGCA,,000-BLF-079,,X41375AW,,0,1.324,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2461020.652384,12.209,0.005,,V,SGCA,,120,124,X41081AFY,|CDEC=8.65832|CMAGINS=-7.747|CRA=348.53023|CREFERR=0.055|CREFMAG=11.999|KDEC=8.75295|KMAGINS=-7.316|KMAGSTD=12.430|KRA=348.37132|KREFERR=0.001|KREFMAG=12.416|VMAGINS=-7.538,0,1.324,Z,-7.747,-7.316,,WASP-52,AAVSO,STD,0,,,
2461020.65309,12.1927,0.0268,,V,SGCA,,000-BLF-079,,X41375AW,,0,1.329,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2461020.653426,12.205,0.005,,V,SGCA,,120,124,X41081AFY,|CDEC=8.65832|CMAGINS=-7.706|CRA=348.53023|CREFERR=0.055|CREFMAG=11.999|KDEC=8.75295|KMAGINS=-7.287|KMAGSTD=12.417|KRA=348.37132|KREFERR=0.001|KREFMAG=12.416|VMAGINS=-7.499,0,1.329,Z,-7.706,-7.287,,WASP-52,AAVSO,STD,0,,,
2461020.65413,12.1979,0.0269,,V,SGCA,,000-BLF-079,,X41375AW,,0,1.334,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2461020.654479,12.211,0.005,,V,SGCA,,120,124,X41081AFY,|CDEC=8.65832|CMAGINS=-7.758|CRA=348.53023|CREFERR=0.055|CREFMAG=11.999|KDEC=8.75295|KMAGINS=-7.331|KMAGSTD=12.426|KRA=348.37132|KREFERR=0.001|KREFMAG=12.416|VMAGINS=-7.546,0,1.334,Z,-7.758,-7.331,,WASP-52,AAVSO,STD,0,,,
2461020.65518,12.1914,0.0268,,V,SGCA,,000-BLF-079,,X41375AW,,0,1.339,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2461020.655521,12.202,0.005,,V,SGCA,,120,124,X41081AFY,|CDEC=8.65832|CMAGINS=-7.774|CRA=348.53023|CREFERR=0.055|CREFMAG=11.999|KDEC=8.75295|KMAGINS=-7.346|KMAGSTD=12.427|KRA=348.37132|KREFERR=0.001|KREFMAG=12.416|VMAGINS=-7.571,0,1.339,Z,-7.774,-7.346,,WASP-52,AAVSO,STD,0,,,
2461020.65623,12.1859,0.0267,,V,SGCA,,000-BLF-079,,X41375AW,,0,1.344,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2461020.656574,12.210,0.005,,V,SGCA,,120,124,X41081AFY,|CDEC=8.65832|CMAGINS=-7.763|CRA=348.53023|CREFERR=0.055|CREFMAG=11.999|KDEC=8.75295|KMAGINS=-7.328|KMAGSTD=12.434|KRA=348.37132|KREFERR=0.001|KREFMAG=12.416|VMAGINS=-7.552,0,1.344,Z,-7.763,-7.328,,WASP-52,AAVSO,STD,0,,,
2461020.65728,12.1976,0.0269,,V,SGCA,,000-BLF-079,,X41375AW,,0,1.349,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2461020.657616,12.217,0.005,,V,SGCA,,120,124,X41081AFY,|CDEC=8.65832|CMAGINS=-7.721|CRA=348.53023|CREFERR=0.055|CREFMAG=11.999|KDEC=8.75295|KMAGINS=-7.281|KMAGSTD=12.440|KRA=348.37132|KREFERR=0.001|KREFMAG=12.416|VMAGINS=-7.504,0,1.349,Z,-7.721,-7.281,,WASP-52,AAVSO,STD,0,,,
2461020.65832,12.2013,0.0270,,V,SGCA,,000-BLF-079,,X41375AW,,0,1.355,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2461020.658669,12.213,0.005,,V,SGCA,,120,124,X41081AFY,|CDEC=8.65832|CMAGINS=-7.756|CRA=348.53023|CREFERR=0.055|CREFMAG=11.999|KDEC=8.75295|KMAGINS=-7.320|KMAGSTD=12.435|KRA=348.37132|KREFERR=0.001|KREFMAG=12.416|VMAGINS=-7.542,0,1.355,Z,-7.756,-7.320,,WASP-52,AAVSO,STD,0,,,
2461020.65937,12.1992,0.0269,,V,SGCA,,000-BLF-079,,X41375AW,,0,1.360,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2461020.659711,12.202,0.005,,V,SGCA,,120,124,X41081AFY,|CDEC=8.65832|CMAGINS=-7.737|CRA=348.53023|CREFERR=0.055|CREFMAG=11.999|KDEC=8.75295|KMAGINS=-7.308|KMAGSTD=12.428|KRA=348.37132|KREFERR=0.001|KREFMAG=12.416|VMAGINS=-7.535,0,1.360,Z,-7.737,-7.308,,WASP-52,AAVSO,STD,0,,,
2461020.66042,12.1959,0.0269,,V,SGCA,,000-BLF-079,,X41375AW,,0,1.366,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2461020.660764,12.203,0.005,,V,SGCA,,120,124,X41081AFY,|CDEC=8.65832|CMAGINS=-7.750|CRA=348.53023|CREFERR=0.055|CREFMAG=11.999|KDEC=8.75295|KMAGINS=-7.321|KMAGSTD=12.428|KRA=348.37132|KREFERR=0.001|KREFMAG=12.416|VMAGINS=-7.546,0,1.366,Z,-7.750,-7.321,,WASP-52,AAVSO,STD,0,,,
2461020.66147,12.2013,0.0270,,V,SGCA,,000-BLF-079,,X41375AW,,0,1.371,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2461020.661806,12.220,0.005,,V,SGCA,,120,124,X41081AFY,|CDEC=8.65832|CMAGINS=-7.756|CRA=348.53023|CREFERR=0.055|CREFMAG=11.999|KDEC=8.75295|KMAGINS=-7.322|KMAGSTD=12.433|KRA=348.37132|KREFERR=0.001|KREFMAG=12.416|VMAGINS=-7.534,0,1.371,Z,-7.756,-7.322,,WASP-52,AAVSO,STD,0,,,
2461020.66251,12.1928,0.0268,,V,SGCA,,000-BLF-079,,X41375AW,,0,1.377,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2461020.662859,12.209,0.005,,V,SGCA,,120,124,X41081AFY,|CDEC=8.65832|CMAGINS=-7.759|CRA=348.53023|CREFERR=0.055|CREFMAG=11.999|KDEC=8.75295|KMAGINS=-7.325|KMAGSTD=12.433|KRA=348.37132|KREFERR=0.001|KREFMAG=12.416|VMAGINS=-7.549,0,1.377,Z,-7.759,-7.325,,WASP-52,AAVSO,STD,0,,,
2461020.66356,12.1925,0.0268,,V,SGCA,,000-BLF-079,,X41375AW,,0,1.383,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2461020.663900,12.216,0.005,,V,SGCA,,120,124,X41081AFY,|CDEC=8.65832|CMAGINS=-7.770|CRA=348.53023|CREFERR=0.055|CREFMAG=11.999|KDEC=8.75295|KMAGINS=-7.330|KMAGSTD=12.438|KRA=348.37132|KREFERR=0.001|KREFMAG=12.416|VMAGINS=-7.553,0,1.383,Z,-7.770,-7.330,,WASP-52,AAVSO,STD,0,,,
2461020.66461,12.1934,0.0268,,V,SGCA,,000-BLF-079,,X41375AW,,0,1.389,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2461020.664954,12.215,0.005,,V,SGCA,,120,124,X41081AFY,|CDEC=8.65832|CMAGINS=-7.766|CRA=348.53023|CREFERR=0.055|CREFMAG=11.999|KDEC=8.75295|KMAGINS=-7.334|KMAGSTD=12.431|KRA=348.37132|KREFERR=0.001|KREFMAG=12.416|VMAGINS=-7.549,0,1.389,Z,-7.766,-7.334,,WASP-52,AAVSO,STD,0,,,
2461020.66566,12.1949,0.0268,,V,SGCA,,000-BLF-079,,X41375AW,,0,1.395,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2461020.665995,12.205,0.005,,V,SGCA,,120,124,X41081AFY,|CDEC=8.65832|CMAGINS=-7.762|CRA=348.53023|CREFERR=0.055|CREFMAG=11.999|KDEC=8.75295|KMAGINS=-7.341|KMAGSTD=12.419|KRA=348.37132|KREFERR=0.001|KREFMAG=12.416|VMAGINS=-7.555,0,1.395,Z,-7.762,-7.341,,WASP-52,AAVSO,STD,0,,,
2461020.6667,12.1943,0.0268,,V,SGCA,,000-BLF-079,,X41375AW,,0,1.401,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2461020.667049,12.214,0.005,,V,SGCA,,120,124,X41081AFY,|CDEC=8.65832|CMAGINS=-7.766|CRA=348.53023|CREFERR=0.055|CREFMAG=11.999|KDEC=8.75295|KMAGINS=-7.336|KMAGSTD=12.430|KRA=348.37132|KREFERR=0.001|KREFMAG=12.416|VMAGINS=-7.551,0,1.401,Z,-7.766,-7.336,,WASP-52,AAVSO,STD,0,,,
2461020.66775,12.1937,0.0268,,V,SGCA,,000-BLF-079,,X41375AW,,0,1.407,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2461020.668090,12.207,0.005,,V,SGCA,,120,124,X41081AFY,|CDEC=8.65832|CMAGINS=-7.769|CRA=348.53023|CREFERR=0.055|CREFMAG=11.999|KDEC=8.75295|KMAGINS=-7.332|KMAGSTD=12.436|KRA=348.37132|KREFERR=0.001|KREFMAG=12.416|VMAGINS=-7.560,0,1.407,Z,-7.769,-7.332,,WASP-52,AAVSO,STD,0,,,
2461020.6688,12.1974,0.0269,,V,SGCA,,000-BLF-079,,X41375AW,,0,1.413,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2461020.669144,12.210,0.005,,V,SGCA,,120,124,X41081AFY,|CDEC=8.65832|CMAGINS=-7.761|CRA=348.53023|CREFERR=0.055|CREFMAG=11.999|KDEC=8.75295|KMAGINS=-7.328|KMAGSTD=12.432|KRA=348.37132|KREFERR=0.001|KREFMAG=12.416|VMAGINS=-7.551,0,1.413,Z,-7.761,-7.328,,WASP-52,AAVSO,STD,0,,,
2461020.66985,12.1954,0.0269,,V,SGCA,,000-BLF-079,,X41375AW,,0,1.420,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2461020.670185,12.211,0.005,,V,SGCA,,120,124,X41081AFY,|CDEC=8.65832|CMAGINS=-7.760|CRA=348.53023|CREFERR=0.055|CREFMAG=11.999|KDEC=8.75295|KMAGINS=-7.326|KMAGSTD=12.432|KRA=348.37132|KREFERR=0.001|KREFMAG=12.416|VMAGINS=-7.548,0,1.420,Z,-7.760,-7.326,,WASP-52,AAVSO,STD,0,,,
2461020.67089,12.191,0.0268,,V,SGCA,,000-BLF-079,,X41375AW,,0,1.426,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2461020.671238,12.206,0.005,,V,SGCA,,120,124,X41081AFY,|CDEC=8.65832|CMAGINS=-7.754|CRA=348.53023|CREFERR=0.055|CREFMAG=11.999|KDEC=8.75295|KMAGINS=-7.332|KMAGSTD=12.422|KRA=348.37132|KREFERR=0.001|KREFMAG=12.416|VMAGINS=-7.548,0,1.426,Z,-7.754,-7.332,,WASP-52,AAVSO,STD,0,,,
2461020.67194,12.2074,0.0271,,V,SGCA,,000-BLF-079,,X41375AW,,0,1.433,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2461020.672280,12.219,0.005,,V,SGCA,,120,124,X41081AFY,|CDEC=8.65832|CMAGINS=-7.780|CRA=348.53023|CREFERR=0.055|CREFMAG=11.999|KDEC=8.75295|KMAGINS=-7.344|KMAGSTD=12.435|KRA=348.37132|KREFERR=0.001|KREFMAG=12.416|VMAGINS=-7.561,0,1.433,Z,-7.780,-7.344,,WASP-52,AAVSO,STD,0,,,
2461020.67299,12.1971,0.0269,,V,SGCA,,000-BLF-079,,X41375AW,,0,1.440,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2461020.673333,12.206,0.005,,V,SGCA,,120,124,X41081AFY,|CDEC=8.65832|CMAGINS=-7.781|CRA=348.53023|CREFERR=0.055|CREFMAG=11.999|KDEC=8.75295|KMAGINS=-7.348|KMAGSTD=12.432|KRA=348.37132|KREFERR=0.001|KREFMAG=12.416|VMAGINS=-7.575,0,1.440,Z,-7.781,-7.348,,WASP-52,AAVSO,STD,0,,,
2461020.67404,12.1928,0.0268,,V,SGCA,,000-BLF-079,,X41375AW,,0,1.447,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2461020.674375,12.209,0.005,,V,SGCA,,120,124,X41081AFY,|CDEC=8.65832|CMAGINS=-7.774|CRA=348.53023|CREFERR=0.055|CREFMAG=11.999|KDEC=8.75295|KMAGINS=-7.342|KMAGSTD=12.431|KRA=348.37132|KREFERR=0.001|KREFMAG=12.416|VMAGINS=-7.564,0,1.447,Z,-7.774,-7.342,,WASP-52,AAVSO,STD,0,,,
2461020.67508,12.1983,0.0269,,V,SGCA,,000-BLF-079,,X41375AW,,0,1.454,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2461020.675428,12.212,0.005,,V,SGCA,,120,124,X41081AFY,|CDEC=8.65832|CMAGINS=-7.779|CRA=348.53023|CREFERR=0.055|CREFMAG=11.999|KDEC=8.75295|KMAGINS=-7.344|KMAGSTD=12.434|KRA=348.37132|KREFERR=0.001|KREFMAG=12.416|VMAGINS=-7.566,0,1.454,Z,-7.779,-7.344,,WASP-52,AAVSO,STD,0,,,
2461020.67613,12.1938,0.0268,,V,SGCA,,000-BLF-079,,X41375AW,,0,1.461,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2461020.676470,12.208,0.005,,V,SGCA,,120,124,X41081AFY,|CDEC=8.65832|CMAGINS=-7.774|CRA=348.53023|CREFERR=0.055|CREFMAG=11.999|KDEC=8.75295|KMAGINS=-7.342|KMAGSTD=12.431|KRA=348.37132|KREFERR=0.001|KREFMAG=12.416|VMAGINS=-7.565,0,1.461,Z,-7.774,-7.342,,WASP-52,AAVSO,STD,0,,,
2461020.67718,12.1897,0.0267,,V,SGCA,,000-BLF-079,,X41375AW,,0,1.468,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2461020.677523,12.206,0.005,,V,SGCA,,120,124,X41081AFY,|CDEC=8.65832|CMAGINS=-7.765|CRA=348.53023|CREFERR=0.055|CREFMAG=11.999|KDEC=8.75295|KMAGINS=-7.344|KMAGSTD=12.420|KRA=348.37132|KREFERR=0.001|KREFMAG=12.416|VMAGINS=-7.557,0,1.468,Z,-7.765,-7.344,,WASP-52,AAVSO,STD,0,,,
2461020.67823,12.194,0.0268,,V,SGCA,,000-BLF-079,,X41375AW,,0,1.476,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2461020.678565,12.215,0.005,,V,SGCA,,120,124,X41081AFY,|CDEC=8.65832|CMAGINS=-7.777|CRA=348.53023|CREFERR=0.055|CREFMAG=11.999|KDEC=8.75295|KMAGINS=-7.338|KMAGSTD=12.438|KRA=348.37132|KREFERR=0.001|KREFMAG=12.416|VMAGINS=-7.561,0,1.476,Z,-7.777,-7.338,,WASP-52,AAVSO,STD,0,,,
2461020.67928,12.1892,0.0267,,V,SGCA,,000-BLF-079,,X41375AW,,0,1.483,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2461020.679618,12.205,0.005,,V,SGCA,,120,124,X41081AFY,|CDEC=8.65832|CMAGINS=-7.761|CRA=348.53023|CREFERR=0.055|CREFMAG=11.999|KDEC=8.75295|KMAGINS=-7.336|KMAGSTD=12.425|KRA=348.37132|KREFERR=0.001|KREFMAG=12.416|VMAGINS=-7.555,0,1.483,Z,-7.761,-7.336,,WASP-52,AAVSO,STD,0,,,
2461020.68032,12.1998,0.0269,,V,SGCA,,000-BLF-079,,X41375AW,,0,1.491,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2461020.680660,12.208,0.005,,V,SGCA,,120,124,X41081AFY,|CDEC=8.65832|CMAGINS=-7.762|CRA=348.53023|CREFERR=0.055|CREFMAG=11.999|KDEC=8.75295|KMAGINS=-7.332|KMAGSTD=12.430|KRA=348.37132|KREFERR=0.001|KREFMAG=12.416|VMAGINS=-7.553,0,1.491,Z,-7.762,-7.332,,WASP-52,AAVSO,STD,0,,,
2461020.68137,12.194,0.0268,,V,SGCA,,000-BLF-079,,X41375AW,,0,1.499,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2461020.681713,12.208,0.005,,V,SGCA,,120,124,X41081AFY,|CDEC=8.65832|CMAGINS=-7.762|CRA=348.53023|CREFERR=0.055|CREFMAG=11.999|KDEC=8.75295|KMAGINS=-7.329|KMAGSTD=12.432|KRA=348.37132|KREFERR=0.001|KREFMAG=12.416|VMAGINS=-7.553,0,1.499,Z,-7.762,-7.329,,WASP-52,AAVSO,STD,0,,,
2461020.68242,12.1894,0.0267,,V,SGCA,,000-BLF-079,,X41375AW,,0,1.507,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2461020.682755,12.205,0.005,,V,SGCA,,120,124,X41081AFY,|CDEC=8.65832|CMAGINS=-7.744|CRA=348.53023|CREFERR=0.055|CREFMAG=11.999|KDEC=8.75295|KMAGINS=-7.318|KMAGSTD=12.425|KRA=348.37132|KREFERR=0.001|KREFMAG=12.416|VMAGINS=-7.538,0,1.507,Z,-7.744,-7.318,,WASP-52,AAVSO,STD,0,,,
2461020.68347,12.1951,0.0268,,V,SGCA,,000-BLF-079,,X41375AW,,0,1.515,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2461020.683808,12.208,0.005,,V,SGCA,,120,124,X41081AFY,|CDEC=8.65832|CMAGINS=-7.724|CRA=348.53023|CREFERR=0.055|CREFMAG=11.999|KDEC=8.75295|KMAGINS=-7.296|KMAGSTD=12.427|KRA=348.37132|KREFERR=0.001|KREFMAG=12.416|VMAGINS=-7.515,0,1.515,Z,-7.724,-7.296,,WASP-52,AAVSO,STD,0,,,
2461020.68451,12.1937,0.0268,,V,SGCA,,000-BLF-079,,X41375AW,,0,1.523,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2461020.684850,12.206,0.005,,V,SGCA,,120,124,X41081AFY,|CDEC=8.65832|CMAGINS=-7.728|CRA=348.53023|CREFERR=0.055|CREFMAG=11.999|KDEC=8.75295|KMAGINS=-7.303|KMAGSTD=12.424|KRA=348.37132|KREFERR=0.001|KREFMAG=12.416|VMAGINS=-7.521,0,1.523,Z,-7.728,-7.303,,WASP-52,AAVSO,STD,0,,,
2461020.68556,12.1923,0.0268,,V,SGCA,,000-BLF-079,,X41375AW,,0,1.531,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2461020.685903,12.206,0.005,,V,SGCA,,120,124,X41081AFY,|CDEC=8.65832|CMAGINS=-7.746|CRA=348.53023|CREFERR=0.055|CREFMAG=11.999|KDEC=8.75295|KMAGINS=-7.319|KMAGSTD=12.426|KRA=348.37132|KREFERR=0.001|KREFMAG=12.416|VMAGINS=-7.538,0,1.531,Z,-7.746,-7.319,,WASP-52,AAVSO,STD,0,,,
2461020.68661,12.2013,0.0270,,V,SGCA,,000-BLF-079,,X41375AW,,0,1.540,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2461020.686944,12.216,0.005,,V,SGCA,,120,124,X41081AFY,|CDEC=8.65832|CMAGINS=-7.741|CRA=348.53023|CREFERR=0.055|CREFMAG=11.999|KDEC=8.75295|KMAGINS=-7.311|KMAGSTD=12.429|KRA=348.37132|KREFERR=0.001|KREFMAG=12.416|VMAGINS=-7.524,0,1.540,Z,-7.741,-7.311,,WASP-52,AAVSO,STD,0,,,
2461020.68766,12.187,0.0267,,V,SGCA,,000-BLF-079,,X41375AW,,0,1.548,Z,10.566,,,WASP-52,AAVSO,STD,,,,
2461020.687998,12.197,0.005,,V,SGCA,,120,124,X41081AFY,|CDEC=8.65832|CMAGINS=-7.716|CRA=348.53023|CREFERR=0.055|CREFMAG=11.999|KDEC=8.75295|KMAGINS=-7.297|KMAGSTD=12.418|KRA=348.37132|KREFERR=0.001|KREFMAG=12.416|VMAGINS=-7.518,0,1.548,Z,-7.716,-7.297,,WASP-52,AAVSO,STD,0,,,
2461020.6887,12.1919,0.0268,,V,SGCA,,000-BLF-079,,X41375AW,,0,1.557,Z,10.566,,,WASP-52,AAVSO,STD,,,,
